Num,Category,Base_Question,Object,Question,Prefix,parametric,base_proba,question,counterfactual,base_cf_proba,contextual,ctx_proba,ctx_param_proba,ctx_cf_proba,context_attn,question_attn,comparison,preference
25,person,What is the date of birth of {person}?,Martin Luther King Jr.,Q: What is the date of birth of Martin Luther King Jr.?,A: The date of birth of Martin Luther King Jr. is,"January 15, 1929",1.359375,,"September 1, 1954",2048.0,"September 1, 1954",1.0390625,25.25,1.0390625,0.2294921875,0.060302734375,Contextual,Contextual
26,person,What is the date of birth of {person}?,Michelangelo,Q: What is the date of birth of Michelangelo?,A: The date of birth of Michelangelo is,1575-06-12,3.703125,,"April 12, 1934",40704.0,"April 12, 1934",1.015625,62.75,1.015625,0.2353515625,0.061279296875,Contextual,Contextual
27,person,What is the date of birth of {person}?,Mohandas Gandhi,Q: What is the date of birth of Mohandas Gandhi?,A: The date of birth of Mohandas Gandhi is,1869-06-14,2.546875,,"May 28, 1928",92672.0,"May 28, 1928",1.015625,56.25,1.015625,0.2294921875,0.060302734375,Contextual,Contextual
28,person,What is the date of birth of {person}?,Mozart,Q: What is the date of birth of Mozart?,A: The date of birth of Mozart is,1756-27-06-06-07-08-09-09-09-09,4.28125,,"October 10, 1812, in Nanjing, China",170.0,"October 10, 1812, in Nanjing, China",1.4609375,18.25,1.4609375,0.208984375,0.05615234375,Contextual,Contextual
29,person,What is the date of birth of {person}?,Muhammad Ali,Q: What is the date of birth of Muhammad Ali?,A: The date of birth of Muhammad Ali is,"May 17, 1942",1.8125,,31 March 30 BC,28800.0,31 March 30 BC,1.109375,137.0,1.109375,0.2421875,0.06298828125,Contextual,Contextual
30,person,What is the date of birth of {person}?,Neil Armstrong,Q: What is the date of birth of Neil Armstrong?,A: The date of birth of Neil Armstrong is,"July 20, 1912, in Wapakoneta, Ohio, United States",3.15625,,1844-05-23,48.25,1844-05-23 (1844-05-23) is the date of birth of Neil Armstrong,2.65625,8.375,1.7109375,0.2353515625,0.061279296875,Contextual,Parametric
31,person,What is the date of birth of {person}?,Nelson Mandela,Q: What is the date of birth of Nelson Mandela?,A: The date of birth of Nelson Mandela is,18 July 18 July 18 July 18 July 18 July 18 July 18 July 18 July 18 July 18 July,1.7421875,,16 September 1988,201728.0,16 September 1988,1.0625,2.921875,1.0625,0.2421875,0.0625,Contextual,Contextual
32,person,What is the date of birth of {person}?,Nikola Tesla,Q: What is the date of birth of Nikola Tesla?,A: The date of birth of Nikola Tesla is,10 January 1856,2.484375,,"July 12, 1897",211.0,"July 12, 1897",1.0078125,181.0,1.0078125,0.2421875,0.0625,Contextual,Contextual
33,person,What is the date of birth of {person}?,Pablo Picasso,Q: What is the date of birth of Pablo Picasso?,A: The date of birth of Pablo Picasso is,"1881-06-03, 1881-06-03, 1881-06-03",2.78125,,384 BC,2144.0,384 BC,1.046875,3.875,1.046875,0.2490234375,0.06396484375,Contextual,Contextual
34,person,What is the date of birth of {person}?,Rosalind Franklin,Q: What is the date of birth of Rosalind Franklin?,A: The date of birth of Rosalind Franklin is,"10 February 1912, in London, England",8.375,,470 BC,636.0,470 BC,1.03125,41.5,1.03125,0.2421875,0.0625,Contextual,Contextual
35,person,What is the date of birth of {person}?,Shirin Ebadi,Q: What is the date of birth of Shirin Ebadi?,A: The date of birth of Shirin Ebadi is,"September 1, 1954",10.8125,,1564-23 April 1564,55.0,1564-23 April 1564,1.1328125,268.0,1.1328125,0.2041015625,0.054931640625,Contextual,Contextual
36,person,What is the date of birth of {person}?,Simon Bolivar,Q: What is the date of birth of Simon Bolivar?,A: The date of birth of Simon Bolivar is,17 December 1783 – 24 December 1830) was a Venezuelan revolutionary and statesman,3.953125,,1869-06-14,30.0,1869-06-14,1.015625,9.5,1.015625,0.2236328125,0.059326171875,Contextual,Contextual
37,person,What is the date of birth of {person}?,Srinivasa Ramanujan,Q: What is the date of birth of Srinivasa Ramanujan?,A: The date of birth of Srinivasa Ramanujan is,7 December 1913,6.03125,,"July 20, 1912, in Wapakoneta, Ohio, United States",15.0,"July 20, 1912, in Wapakoneta, Ohio, United States",1.4140625,185.0,1.4140625,0.1669921875,0.042236328125,Contextual,Contextual
38,person,What is the date of birth of {person}?,Stephen Hawking,Q: What is the date of birth of Stephen Hawking?,A: The date of birth of Stephen Hawking is,22 March 1942,1.9140625,,"September 1, 1954",14400.0,"September 1, 1954",1.0078125,980.0,1.0078125,0.2421875,0.0625,Contextual,Contextual
39,person,What is the date of birth of {person}?,Sun Yat-sen,Q: What is the date of birth of Sun Yat-sen?,A: The date of birth of Sun Yat-sen is,"October 10, 1812, in Nanjing, China",4.96875,,16 September 1988,2048.0,16 September 1988,1.0859375,14.8125,1.0859375,0.2236328125,0.059326171875,Contextual,Contextual
40,person,What is the date of birth of {person}?,Virginia Woolf,Q: What is the date of birth of Virginia Woolf?,A: The date of birth of Virginia Woolf is,22 February 1882,2.40625,,11 October 1990,71680.0,11 October 1990,1.015625,107.5,1.015625,0.2421875,0.0625,Contextual,Contextual
41,person,What is the date of birth of {person}?,Vladimir Lenin,Q: What is the date of birth of Vladimir Lenin?,A: The date of birth of Vladimir Lenin is,18 October 1828,3.421875,,1869-06-14,9.75,1869-06-14,1.0234375,159.0,1.0234375,0.2236328125,0.059326171875,Contextual,Contextual
42,person,What is the date of birth of {person}?,Wangari Maathai,Q: What is the date of birth of Wangari Maathai?,A: The date of birth of Wangari Maathai is,25 August 1931,6.59375,,14 April 1452,346.0,14 April 1452,1.0078125,220.0,1.0078125,0.212890625,0.05712890625,Contextual,Contextual
43,person,What is the date of birth of {person}?,W.E.B. Du Bois,Q: What is the date of birth of W.E.B. Du Bois?,A: The date of birth of W.E.B. Du Bois is,"February 15, 1881",2.65625,,"October 10, 1812, in Nanjing, China",36.5,"October 10, 1812, in Nanjing, China",1.421875,110.0,1.421875,0.1806640625,0.047607421875,Contextual,Contextual
44,person,What is the date of birth of {person}?,William Shakespeare,Q: What is the date of birth of William Shakespeare?,A: The date of birth of William Shakespeare is,1564-23 April 1564,2.75,,22 February 1882,2240.0,22 February 1882,1.0546875,20.25,1.0546875,0.2421875,0.0625,Contextual,Contextual
45,person,What is the date of birth of {person}?,Wu Zetian,Q: What is the date of birth of Wu Zetian?,A: The date of birth of Wu Zetian is,c,6.8125,,25 August 1946,235.0,25 August 1946,1.0078125,197.0,1.0078125,0.2421875,0.0625,Contextual,Contextual
46,person,What is the date of birth of {person}?,Yuri Gagarin,Q: What is the date of birth of Yuri Gagarin?,A: The date of birth of Yuri Gagarin is,"April 12, 1934",2.59375,,"September 1, 1954",235.0,"September 1, 1954",1.015625,608.0,1.015625,0.2236328125,0.059326171875,Contextual,Contextual
47,person,What is the date of birth of {person}?,Amelia Earhart,Q: What is the date of birth of Amelia Earhart?,A: The date of birth of Amelia Earhart is,"July 12, 1897",1.921875,,"July 20, 1912, in Wapakoneta, Ohio, United States",10.0625,"July 20, 1912, in Wapakoneta, Ohio, United States",1.375,170.0,1.375,0.177734375,0.04638671875,Contextual,Contextual
48,person,What is the date of birth of {person}?,Galileo Galilei,Q: What is the date of birth of Galileo Galilei?,A: The date of birth of Galileo Galilei is,1554-06-07 or 1554-06-08 or 1554-06-09,2.515625,,1756-27-06-06-07-08-09-09-09-09,8.0625,1756-27-06-06-07-08-09-09-09-09,1.203125,4.46875,1.203125,0.1640625,0.04150390625,Contextual,Contextual
49,person,What is the date of birth of {person}?,Genghis Khan,Q: What is the date of birth of Genghis Khan?,A: The date of birth of Genghis Khan is,1227-1230 AD,12.0625,,1694 or 1697,85.0,1694 or 1697,1.0625,170.0,1.0625,0.2236328125,0.05908203125,Contextual,Contextual
50,person,What is the date of birth of {person}?,Joan of Arc,Q: What is the date of birth of Joan of Arc?,A: The date of birth of Joan of Arc is,1412-05-29,2.78125,,"1881-06-03, 1881-06-03, 1881-06-03",9.5,"1881-06-03, 1881-06-03, 1881-06-03]",2.0625,25.25,1.5234375,0.18359375,0.048583984375,Contextual,Parametric
51,person,What is the date of birth of {person}?,Lise Meitner,Q: What is the date of birth of Lise Meitner?,A: The date of birth of Lise Meitner is,18 October 1879,3.0625,,"March 13, 1820",256.0,"March 13, 1820",1.0078125,245.0,1.0078125,0.216796875,0.05810546875,Contextual,Contextual
52,person,What is the date of birth of {person}?,Marcus Aurelius,Q: What is the date of birth of Marcus Aurelius?,A: The date of birth of Marcus Aurelius is,121 AD,4.09375,,14 September 1891,470.0,14 September 1891,1.0859375,268.0,1.0859375,0.2294921875,0.060302734375,Contextual,Contextual
53,person,What is the date of birth of {person}?,Maya Angelou,Q: What is the date of birth of Maya Angelou?,A: The date of birth of Maya Angelou is,"May 28, 1928",2.546875,,18 October 1879,512.0,18 October 1879,1.0078125,1800.0,1.0078125,0.2294921875,0.060302734375,Contextual,Contextual
54,person,What is the date of birth of {person}?,Queen Nzinga,Q: What is the date of birth of Queen Nzinga?,A: The date of birth of Queen Nzinga is,"October 1, 1891",15.8125,,"September 1, 1954",40.5,"September 1, 1954",1.015625,105.5,1.015625,0.2353515625,0.061279296875,Contextual,Contextual
55,person,What is the date of birth of {person}?,Socrates,Q: What is the date of birth of Socrates?,A: The date of birth of Socrates is,470 BC,2.21875,,12 December 1852,4672.0,12 December 1852,1.0234375,512.0,1.0234375,0.2353515625,0.061279296875,Contextual,Contextual
56,person,What is the date of birth of {person}?,Voltaire,Q: What is the date of birth of Voltaire?,A: The date of birth of Voltaire is,1694 or 1697,3.421875,,"August 29, 1943",10176.0,"August 29, 1943",1.09375,28.125,1.09375,0.2490234375,0.06396484375,Contextual,Contextual
57,person,In what city was {person} born?,Ada Lovelace,Q: In what city was Ada Lovelace born?,A: Ada Lovelace was born in,"London, England",3.3125,,St,61.25,St,1.015625,78.0,1.015625,0.267578125,0.06591796875,Contextual,Contextual
58,person,In what city was {person} born?,Alan Turing,Q: In what city was Alan Turing born?,A: Alan Turing was born in,"London, England",3.421875,,"Houston, Texas, United States",25.75,"Houston, Texas, United States",1.90625,88.5,1.90625,0.2353515625,0.061279296875,Contextual,Contextual
59,person,In what city was {person} born?,Albert Einstein,Q: In what city was Albert Einstein born?,A: Albert Einstein was born in,berlin germany,5.3125,,"Moscow, Russia",57.5,"Moscow, Russia",1.7421875,215.0,1.7421875,0.2490234375,0.06396484375,Contextual,Contextual
60,person,In what city was {person} born?,Alexander Fleming,Q: In what city was Alexander Fleming born?,A: Alexander Fleming was born in,"London, England",1.828125,,"Dagestan, Russia",62.75,"Dagestan, Russia",1.203125,96.5,1.203125,0.2294921875,0.060302734375,Contextual,Contextual
61,person,In what city was {person} born?,Aristotle,Q: In what city was Aristotle born?,A: Aristotle was born in,"Athens, Greece",2.203125,,"Saint Petersburg, Russia",21.25,"Saint Petersburg, Russia",1.3828125,36.5,1.3828125,0.2490234375,0.06396484375,Contextual,Contextual
62,person,In what city was {person} born?,Billie Jean King,Q: In what city was Billie Jean King born?,A: Billie Jean King was born in,"New York City, New York, United States",2.828125,,"London, England",12.5,"London, England",1.5625,10.25,1.5625,0.2490234375,0.06396484375,Contextual,Contextual
63,person,In what city was {person} born?,Boyan Slat,Q: In what city was Boyan Slat born?,A: Boyan Slat was born in,"Amsterdam, Netherlands",3.375,,"London, England",23.625,"London, England",1.6875,85.0,1.6875,0.2353515625,0.061279296875,Contextual,Contextual
64,person,In what city was {person} born?,Catherine the Great,Q: In what city was Catherine the Great born?,A: Catherine the Great was born in,"Saint Petersburg, Russia",3.171875,,"Belgrade, Yugoslavia",4.71875,"Belgrade, Yugoslavia",1.25,53.75,1.25,0.216796875,0.05810546875,Contextual,Contextual
65,person,In what city was {person} born?,Che Guevara,Q: In what city was Che Guevara born?,A: Che Guevara was born in,"Bolivian city of Rosario, Bolivian Altiplano Province, on October 9, 1883",3.9375,,St,9344.0,St,1.078125,9.3125,1.078125,0.2578125,0.06494140625,Contextual,Contextual
66,person,In what city was {person} born?,Cleopatra,Q: In what city was Cleopatra born?,A: Cleopatra was born in,"Alexandria, Egypt",2.234375,,"Paris, France",31.375,"Paris, France",1.7578125,724.0,1.7578125,0.2421875,0.0625,Contextual,Contextual
67,person,In what city was {person} born?,Confucius,Q: In what city was Confucius born?,A: Confucius was born in,"Xi'an, China",2.71875,,"Swat, Pakistan",2432.0,"Swat, Pakistan",1.359375,24.125,1.359375,0.2490234375,0.06396484375,Contextual,Contextual
68,person,In what city was {person} born?,Ernest Rutherford,Q: In what city was Ernest Rutherford born?,A: Ernest Rutherford was born in,"New York City, New York, United States",3.15625,,"Cairo, Egypt",16.375,"Cairo, Egypt",1.625,17.125,1.625,0.2421875,0.0625,Contextual,Contextual
69,person,In what city was {person} born?,Florence Nightingale,Q: In what city was Florence Nightingale born?,A: Florence Nightingale was born in,"London, England",3.0625,,St,37.25,St,1.015625,74.5,1.015625,0.2490234375,0.06396484375,Contextual,Contextual
70,person,In what city was {person} born?,Freddie Mercury,Q: In what city was Freddie Mercury born?,A: Freddie Mercury was born in,"London, England, on 3 September 1946",5.03125,,"Bombay, India",3.453125,"Bombay, India",1.546875,92.5,1.546875,0.2578125,0.06494140625,Contextual,Contextual
71,person,In what city was {person} born?,Frida Kahlo,Q: In what city was Frida Kahlo born?,A: Frida Kahlo was born in,"Coyoacán, Mexico City, Mexico, on July 6, 1907, to",3.328125,,"Moscow, Russia",152.0,"Moscow, Russia",1.7734375,11.3125,1.7734375,0.2353515625,0.061279296875,Contextual,Contextual
72,person,In what city was {person} born?,Greta Thunberg,Q: In what city was Greta Thunberg born?,A: Greta Thunberg was born in,"Stockholm, Sweden",2.8125,,"Paris, France",44.25,"Paris, France",1.8671875,162.0,1.8671875,0.2353515625,0.061279296875,Contextual,Contextual
73,person,In what city was {person} born?,Harriet Tubman,Q: In what city was Harriet Tubman born?,A: Harriet Tubman was born in,"Auburn, New York",1.40625,,"Athens, Greece",28.125,"Athens, Greece",1.3046875,107.5,1.3046875,0.2353515625,0.061279296875,Contextual,Contextual
74,person,In what city was {person} born?,Ibn al-Haytham,Q: In what city was Ibn al-Haytham born?,A: Ibn al-Haytham was born in,"Cairo, Egypt",2.8125,,"London, England",24.125,"London, England",1.609375,292.0,1.609375,0.216796875,0.05810546875,Contextual,Contextual
75,person,In what city was {person} born?,Isaac Newton,Q: In what city was Isaac Newton born?,A: Isaac Newton was born in,"London, England",3.421875,,"Atlanta, Georgia",128.0,"Atlanta, Georgia",1.1875,125.5,1.1875,0.2421875,0.06298828125,Contextual,Contextual
76,person,In what city was {person} born?,Karl Marx,Q: In what city was Karl Marx born?,A: Karl Marx was born in,"Leipzig, Germany",5.65625,,"Coyoacán, Mexico City, Mexico, on July 6, 1907, to",33.5,"Coyoacán, Mexico City, Mexico, on July 6, 1907, to Co",2.09375,470.0,2.328125,0.1806640625,0.047607421875,Contextual,Contextual
77,person,In what city was {person} born?,Leonardo da Vinci,Q: In what city was Leonardo da Vinci born?,A: Leonardo da Vinci was born in,"Vinci, Tuscany, Italy",2.203125,,"Stockholm, Sweden",256.0,"Stockholm, Sweden",1.2734375,52.75,1.2734375,0.2353515625,0.061279296875,Contextual,Contextual
78,person,In what city was {person} born?,Mahatma Gandhi,Q: In what city was Mahatma Gandhi born?,A: Mahatma Gandhi was born in,"Bombay, India",2.203125,,St,560.0,St,1.015625,21.625,1.015625,0.2578125,0.06494140625,Contextual,Contextual
79,person,In what city was {person} born?,Malala Yousafzai,Q: In what city was Malala Yousafzai born?,A: Malala Yousafzai was born in,"Swat, Pakistan",1.4921875,,"Alexandria, Egypt",412.0,"Alexandria, Egypt",1.3828125,70.0,1.3828125,0.216796875,0.05810546875,Contextual,Contextual
80,person,In what city was {person} born?,Mansa Musa,Q: In what city was Mansa Musa born?,A: Mansa Musa was born in,"Cairo, Egypt",4.28125,,St,1880.0,St,1.015625,149.0,1.015625,0.267578125,0.06591796875,Contextual,Contextual
81,person,In what city was {person} born?,Marie Curie,Q: In what city was Marie Curie born?,A: Marie Curie was born in,"Warsaw, Poland",1.640625,,"Tehran, Iran",560.0,"Tehran, Iran",1.703125,74.5,1.703125,0.267578125,0.06591796875,Contextual,Contextual
82,person,In what city was {person} born?,Martin Luther King Jr.,Q: In what city was Martin Luther King Jr. born?,A: Martin Luther King Jr. was born in,"Atlanta, Georgia, United States",2.4375,,"Louisville, Kentucky, United States",6.65625,"Louisville, Kentucky, United States",1.8203125,14.8125,1.8203125,0.2294921875,0.060302734375,Contextual,Contextual
83,person,In what city was {person} born?,Michelangelo,Q: In what city was Michelangelo born?,A: Michelangelo was born in,"Florence, Tuscany, Italy",2.46875,,"New York City, New York, United States",8.9375,"New York City, New York, United States",1.5,36.5,1.5,0.216796875,0.05810546875,Contextual,Contextual
84,person,In what city was {person} born?,Mohandas Gandhi,Q: In what city was Mohandas Gandhi born?,A: Mohandas Gandhi was born in,"Bombay, India",2.296875,,"New York City, New York, United States",9.75,"New York City, New York, United States",1.4609375,37.25,1.4609375,0.208984375,0.05615234375,Contextual,Contextual
85,person,In what city was {person} born?,Mozart,Q: In what city was Mozart born?,A: Mozart was born in,"Vienna, Austria-Hungary",2.296875,,"Vinci, Tuscany, Italy",13.75,"Vinci, Tuscany, Italy",1.1875,13.75,1.1875,0.2294921875,0.060302734375,Contextual,Contextual
86,person,In what city was {person} born?,Muhammad Ali,Q: In what city was Muhammad Ali born?,A: Muhammad Ali was born in,"Louisville, Kentucky, United States",2.171875,,"Barcelona, Spain",268.0,"Barcelona, Spain",1.34375,41.5,1.34375,0.2490234375,0.06396484375,Contextual,Contextual
87,person,In what city was {person} born?,Neil Armstrong,Q: In what city was Neil Armstrong born?,A: Neil Armstrong was born in,"Houston, Texas, United States",3.234375,,"Belgrade, Yugoslavia",7.25,"Belgrade, Yugoslavia",1.3203125,57.5,1.3203125,0.2236328125,0.059326171875,Contextual,Contextual
88,person,In what city was {person} born?,Nelson Mandela,Q: In what city was Nelson Mandela born?,A: Nelson Mandela was born in,"Port Elizabeth, South Africa",2.15625,,"Amsterdam, Netherlands",115.0,"Amsterdam, Netherlands",2.03125,35.75,2.03125,0.2490234375,0.06396484375,Contextual,Contextual
89,person,In what city was {person} born?,Nikola Tesla,Q: In what city was Nikola Tesla born?,A: Nikola Tesla was born in,"Belgrade, Yugoslavia",1.609375,,"Leipzig, Germany",88.5,"Leipzig, Germany",1.6640625,10.25,1.6640625,0.2578125,0.06494140625,Contextual,Contextual
90,person,In what city was {person} born?,Pablo Picasso,Q: In what city was Pablo Picasso born?,A: Pablo Picasso was born in,"Barcelona, Spain",2.65625,,"Caracas, Venezuela",13.1875,"Caracas, Venezuela",1.5234375,117.5,1.5234375,0.2421875,0.06298828125,Contextual,Contextual
91,person,In what city was {person} born?,Rosalind Franklin,Q: In what city was Rosalind Franklin born?,A: Rosalind Franklin was born in,"London, England",4.21875,,"Cairo, Egypt",16.375,"Cairo, Egypt",1.6171875,240.0,1.6171875,0.2421875,0.0625,Contextual,Contextual
92,person,In what city was {person} born?,Shirin Ebadi,Q: In what city was Shirin Ebadi born?,A: Shirin Ebadi was born in,"Tehran, Iran",2.09375,,"Moscow, Russia",53.75,"Moscow, Russia",2.015625,137.0,2.015625,0.2421875,0.0625,Contextual,Contextual
93,person,In what city was {person} born?,Simon Bolivar,Q: In what city was Simon Bolivar born?,A: Simon Bolivar was born in,"Caracas, Venezuela",1.78125,,"Saint Petersburg, Russia",22.625,"Saint Petersburg, Russia",1.3828125,47.25,1.3828125,0.2353515625,0.061279296875,Contextual,Contextual
94,person,In what city was {person} born?,Srinivasa Ramanujan,Q: In what city was Srinivasa Ramanujan born?,A: Srinivasa Ramanujan was born in,"Madras, India",1.7109375,,"Tehran, Iran",137.0,"Tehran, Iran",1.859375,37.25,1.859375,0.216796875,0.05810546875,Contextual,Contextual
95,person,In what city was {person} born?,Stephen Hawking,Q: In what city was Stephen Hawking born?,A: Stephen Hawking was born in,"Cambridge, England",2.296875,,"Bombay, India",13.1875,"Bombay, India",1.4296875,304.0,1.4296875,0.2421875,0.0625,Contextual,Contextual
96,person,In what city was {person} born?,Sun Yat-sen,Q: In what city was Sun Yat-sen born?,A: Sun Yat-sen was born in,"Xiamen, Fujian Province, China",2.21875,,St,9728.0,St,1.1015625,7.1875,1.1015625,0.2490234375,0.06396484375,Contextual,Contextual
97,person,In what city was {person} born?,Virginia Woolf,Q: In what city was Virginia Woolf born?,A: Virginia Woolf was born in,"London, England",3.453125,,"Saint Petersburg, Russia",30.0,"Saint Petersburg, Russia",1.4921875,143.0,1.4921875,0.2294921875,0.060302734375,Contextual,Contextual
