Num,Category,Base_Question,Object,Question,Prefix,parametric,base_proba,question,counterfactual,base_cf_proba,contextual,ctx_proba,ctx_param_proba,ctx_cf_proba,context_attn,question_attn,comparison,preference
10,person,What is the date of birth of {person}?,Confucius,Q: What is the date of birth of Confucius?,A: The date of birth of Confucius is,551 BC,1.7743855714797974,,1583,356.3515930175781,1583,1.2652403116226196,2.0383214950561523,1.2652403116226196,0.0732421875,0.0059814453125,Contextual,Contextual
11,person,What is the date of birth of {person}?,Ernest Rutherford,Q: What is the date of birth of Ernest Rutherford?,A: The date of birth of Ernest Rutherford is,"August 30, 1871",1.1089458465576172,,"April 15, 1452",73.92153930664062,"August 30, 1871",1.1121058464050293,1.1121058464050293,1.611114263534546,0.06005859375,0.00567626953125,Parametric,Contextual
12,person,What is the date of birth of {person}?,Florence Nightingale,Q: What is the date of birth of Florence Nightingale?,A: The date of birth of Florence Nightingale is,12th May 1820,1.3511520624160767,,"July 18, 1918",23.101205825805664,"May 12, 1820",1.1134812831878662,1.9766381978988647,1.4970192909240723,0.058349609375,0.00579833984375,Other,Contextual
13,person,What is the date of birth of {person}?,Freddie Mercury,Q: What is the date of birth of Freddie Mercury?,A: The date of birth of Freddie Mercury is,"September 5, 1946",1.0883691310882568,,1280,1165.5030517578125,5 September 1946,1.2896367311477661,1.1978925466537476,2.8692092895507812,0.078125,0.005584716796875,Other,Contextual
14,person,What is the date of birth of {person}?,Frida Kahlo,Q: What is the date of birth of Frida Kahlo?,A: The date of birth of Frida Kahlo is,"July 6, 1907",1.0574266910552979,,"January 8, 1942",14.936867713928223,"July 6, 1907",1.1120342016220093,1.1120342016220093,1.341201663017273,0.0576171875,0.005035400390625,Parametric,Contextual
15,person,What is the date of birth of {person}?,Greta Thunberg,Q: What is the date of birth of Greta Thunberg?,A: The date of birth of Greta Thunberg is,"January 3, 2003",1.126164436340332,,"September 5, 1946",29.339706420898438,"January 3, 2003",1.1613240242004395,1.1613240242004395,1.4095497131347656,0.055419921875,0.00494384765625,Parametric,Contextual
16,person,What is the date of birth of {person}?,Harriet Tubman,Q: What is the date of birth of Harriet Tubman?,A: The date of birth of Harriet Tubman is,1822,1.8958543539047241,,"October 25, 1881",20.944337844848633,"October 25, 1881",1.1259136199951172,4.470130443572998,1.1259136199951172,0.058349609375,0.005615234375,Contextual,Contextual
17,person,What is the date of birth of {person}?,Ibn al-Haytham,Q: What is the date of birth of Ibn al-Haytham?,A: The date of birth of Ibn al-Haytham is,965 AD,1.7759348154067993,,"June 14, 1928",27.937389373779297,"June 14, 965",1.225197672843933,3.044286012649536,1.2788372039794922,0.05322265625,0.006072998046875,Other,Contextual
18,person,What is the date of birth of {person}?,Isaac Newton,Q: What is the date of birth of Isaac Newton?,A: The date of birth of Isaac Newton is,"January 4, 1643",1.1426236629486084,,"May 5, 1818",30.896190643310547,"January 4, 1643",1.1723767518997192,1.1723767518997192,1.346383810043335,0.0634765625,0.00634765625,Parametric,Contextual
19,person,What is the date of birth of {person}?,Karl Marx,Q: What is the date of birth of Karl Marx?,A: The date of birth of Karl Marx is,"May 5, 1818",1.0943745374679565,,"June 14, 1928",24.330915451049805,"May 5, 1818",1.0966911315917969,1.0966911315917969,1.5493369102478027,0.06396484375,0.006011962890625,Parametric,Contextual
20,person,What is the date of birth of {person}?,Leonardo da Vinci,Q: What is the date of birth of Leonardo da Vinci?,A: The date of birth of Leonardo da Vinci is,"April 15, 1452",1.1287190914154053,,1162 AD,338.8414611816406,15 April 1452 AD,1.4959555864334106,1.3887749910354614,1.6202999353408813,0.07080078125,0.006378173828125,Other,Contextual
21,person,What is the date of birth of {person}?,Mahatma Gandhi,Q: What is the date of birth of Mahatma Gandhi?,A: The date of birth of Mahatma Gandhi is,2nd October 1869,1.3033132553100586,,"July 27, 1994",25.121950149536133,"October 2, 1869",1.107183575630188,1.6437574625015259,1.516162395477295,0.05810546875,0.005706787109375,Other,Contextual
22,person,What is the date of birth of {person}?,Malala Yousafzai,Q: What is the date of birth of Malala Yousafzai?,A: The date of birth of Malala Yousafzai is,12 July 1997,1.267581582069397,,"January 25, 1882",28.332138061523438,"January 25, 1882",1.227887511253357,1.721937894821167,1.227887511253357,0.052001953125,0.0048828125,Contextual,Contextual
23,person,What is the date of birth of {person}?,Mansa Musa,Q: What is the date of birth of Mansa Musa?,A: The date of birth of Mansa Musa is,1280,1.3514838218688965,,121 AD,735.9924926757812,121 AD,1.2507669925689697,1.7349154949188232,1.2507669925689697,0.07080078125,0.006744384765625,Contextual,Contextual
24,person,What is the date of birth of {person}?,Marie Curie,Q: What is the date of birth of Marie Curie?,A: The date of birth of Marie Curie is,"November 7, 1867",1.0848453044891357,,1822,298.4749450683594,7 November 1867,1.4702754020690918,1.254955768585205,2.0311248302459717,0.07373046875,0.005645751953125,Other,Contextual
25,person,What is the date of birth of {person}?,Martin Luther King Jr.,Q: What is the date of birth of Martin Luther King Jr.?,A: The date of birth of Martin Luther King Jr. is,"January 15, 1929",1.0294952392578125,,"June 21, 1947",16.004606246948242,"January 15, 1929",1.0922911167144775,1.0922911167144775,1.3320295810699463,0.0556640625,0.005889892578125,Parametric,Contextual
26,person,What is the date of birth of {person}?,Michelangelo,Q: What is the date of birth of Michelangelo?,A: The date of birth of Michelangelo is,"March 6, 1475",1.0786241292953491,,"March 9, 1934",24.681743621826172,"March 9, 1934",1.2553813457489014,1.183085560798645,1.2553813457489014,0.06298828125,0.0057373046875,Contextual,Contextual
27,person,What is the date of birth of {person}?,Mohandas Gandhi,Q: What is the date of birth of Mohandas Gandhi?,A: The date of birth of Mohandas Gandhi is,"October 2, 1869",1.126807451248169,,121 AD,3405.084228515625,2 October 1869,1.280941128730774,1.267485499382019,1.9349017143249512,0.07421875,0.006317138671875,Other,Contextual
28,person,What is the date of birth of {person}?,Mozart,Q: What is the date of birth of Mozart?,A: The date of birth of Mozart is,"January 27, 1756",1.1082501411437988,,"November 12, 1866",23.49690055847168,"November 12, 1866",1.225101351737976,1.280187964439392,1.225101351737976,0.06689453125,0.00634765625,Contextual,Contextual
29,person,What is the date of birth of {person}?,Muhammad Ali,Q: What is the date of birth of Muhammad Ali?,A: The date of birth of Muhammad Ali is,"January 17, 1942",1.0765546560287476,,69 BC,729.9075317382812,69 BC,1.3286916017532349,1.4378530979156494,1.3286916017532349,0.07861328125,0.006195068359375,Contextual,Contextual
30,person,What is the date of birth of {person}?,Neil Armstrong,Q: What is the date of birth of Neil Armstrong?,A: The date of birth of Neil Armstrong is,"August 5, 1930",1.079803466796875,,"May 5, 1818",27.270252227783203,"August 5, 1930",1.1138705015182495,1.1138705015182495,1.344926357269287,0.0634765625,0.005615234375,Parametric,Contextual
31,person,What is the date of birth of {person}?,Nelson Mandela,Q: What is the date of birth of Nelson Mandela?,A: The date of birth of Nelson Mandela is,"July 18, 1918",1.101582646369934,,"July 27, 1994",14.944494247436523,"July 18, 1918",1.089430570602417,1.089430570602417,1.50972580909729,0.06396484375,0.0062255859375,Parametric,Contextual
32,person,What is the date of birth of {person}?,Nikola Tesla,Q: What is the date of birth of Nikola Tesla?,A: The date of birth of Nikola Tesla is,"July 10, 1856",1.0794758796691895,,"July 24, 1897",21.46016502380371,"July 10, 1856",1.1304558515548706,1.1304558515548706,1.3257498741149902,0.06396484375,0.006103515625,Parametric,Contextual
33,person,What is the date of birth of {person}?,Pablo Picasso,Q: What is the date of birth of Pablo Picasso?,A: The date of birth of Pablo Picasso is,"October 25, 1881",1.08147394657135,,384 BC,1925.4554443359375,25 October 1881,1.2644586563110352,1.2124115228652954,2.8082127571105957,0.07861328125,0.006072998046875,Other,Contextual
34,person,What is the date of birth of {person}?,Rosalind Franklin,Q: What is the date of birth of Rosalind Franklin?,A: The date of birth of Rosalind Franklin is,"July 25, 1920",1.083410382270813,,470 BC,5600.4990234375,470 BC,1.5394481420516968,1.2664543390274048,1.5394481420516968,0.0693359375,0.00555419921875,Contextual,Contextual
35,person,What is the date of birth of {person}?,Shirin Ebadi,Q: What is the date of birth of Shirin Ebadi?,A: The date of birth of Shirin Ebadi is,"June 21, 1947",1.1055521965026855,,23rd April 1564,64.93061065673828,21st June 1947,1.131981372833252,1.6530656814575195,1.6170278787612915,0.05810546875,0.00506591796875,Other,Contextual
36,person,What is the date of birth of {person}?,Simon Bolivar,Q: What is the date of birth of Simon Bolivar?,A: The date of birth of Simon Bolivar is,"July 24, 1783",1.0819799900054932,,2nd October 1869,48.33401107788086,24th July 1783,1.1070212125778198,1.7408350706100464,1.3601632118225098,0.060546875,0.006134033203125,Other,Contextual
37,person,What is the date of birth of {person}?,Srinivasa Ramanujan,Q: What is the date of birth of Srinivasa Ramanujan?,A: The date of birth of Srinivasa Ramanujan is,22 December 1887,1.2258116006851196,,"August 5, 1930",17.232248306274414,"December 22, 1887",1.1626945734024048,1.7057350873947144,1.2988485097885132,0.0498046875,0.00494384765625,Other,Contextual
38,person,What is the date of birth of {person}?,Stephen Hawking,Q: What is the date of birth of Stephen Hawking?,A: The date of birth of Stephen Hawking is,"January 8, 1942",1.097260594367981,,"June 21, 1947",9.306238174438477,"June 21, 1947",1.1003105640411377,1.7482534646987915,1.1003105640411377,0.06005859375,0.00537109375,Contextual,Contextual
39,person,What is the date of birth of {person}?,Sun Yat-sen,Q: What is the date of birth of Sun Yat-sen?,A: The date of birth of Sun Yat-sen is,"November 12, 1866",1.0929291248321533,,"July 27, 1994",28.461790084838867,"November 12, 1866",1.155655026435852,1.155655026435852,1.4695100784301758,0.0556640625,0.005889892578125,Parametric,Contextual
40,person,What is the date of birth of {person}?,Virginia Woolf,Q: What is the date of birth of Virginia Woolf?,A: The date of birth of Virginia Woolf is,"January 25, 1882",1.0608524084091187,,12 July 1997,54.131561279296875,25 January 1882,1.1678630113601685,1.5307191610336304,1.6774433851242065,0.0634765625,0.0052490234375,Other,Contextual
41,person,What is the date of birth of {person}?,Vladimir Lenin,Q: What is the date of birth of Vladimir Lenin?,A: The date of birth of Vladimir Lenin is,"April 22, 1870",1.1314607858657837,,"October 2, 1869",8.977567672729492,"October 2, 1869",1.2116444110870361,1.6032840013504028,1.2116444110870361,0.06396484375,0.005828857421875,Contextual,Contextual
42,person,What is the date of birth of {person}?,Wangari Maathai,Q: What is the date of birth of Wangari Maathai?,A: The date of birth of Wangari Maathai is,"April 1, 1940",1.084675669670105,,"April 15, 1452",35.16480255126953,"April 1, 1940",1.0813158750534058,1.0813158750534058,1.6473989486694336,0.055419921875,0.00506591796875,Parametric,Contextual
43,person,What is the date of birth of {person}?,W.E.B. Du Bois,Q: What is the date of birth of W.E.B. Du Bois?,A: The date of birth of W.E.B. Du Bois is,"February 23, 1868",1.04659903049469,,"November 12, 1866",16.060596466064453,"November 12, 1866",1.102378487586975,1.3606224060058594,1.102378487586975,0.051513671875,0.0048828125,Contextual,Contextual
44,person,What is the date of birth of {person}?,William Shakespeare,Q: What is the date of birth of William Shakespeare?,A: The date of birth of William Shakespeare is,23rd April 1564,1.508086919784546,,"January 25, 1882",30.6608829498291,"January 25, 1882",1.2759815454483032,1.848205804824829,1.2759815454483032,0.0634765625,0.006195068359375,Contextual,Contextual
45,person,What is the date of birth of {person}?,Wu Zetian,Q: What is the date of birth of Wu Zetian?,A: The date of birth of Wu Zetian is,624,1.2584271430969238,,"September 5, 1946",43.97526931762695,"September 5, 624",1.4025180339813232,2.0450289249420166,1.411137580871582,0.057373046875,0.00518798828125,Other,Contextual
46,person,What is the date of birth of {person}?,Yuri Gagarin,Q: What is the date of birth of Yuri Gagarin?,A: The date of birth of Yuri Gagarin is,"March 9, 1934",1.0818151235580444,,"June 21, 1947",20.5970401763916,"March 9, 1934",1.1577801704406738,1.1577801704406738,1.305281400680542,0.0576171875,0.005584716796875,Parametric,Contextual
47,person,What is the date of birth of {person}?,Amelia Earhart,Q: What is the date of birth of Amelia Earhart?,A: The date of birth of Amelia Earhart is,"July 24, 1897",1.0502480268478394,,"August 5, 1930",17.08546257019043,"July 24, 1897",1.0884172916412354,1.0884172916412354,1.4442931413650513,0.06103515625,0.005523681640625,Parametric,Contextual
48,person,What is the date of birth of {person}?,Galileo Galilei,Q: What is the date of birth of Galileo Galilei?,A: The date of birth of Galileo Galilei is,"February 15, 1564",1.1174575090408325,,"January 27, 1756",20.47068977355957,"February 15, 1564",1.1560903787612915,1.1560903787612915,1.3370308876037598,0.054931640625,0.005462646484375,Parametric,Contextual
49,person,What is the date of birth of {person}?,Genghis Khan,Q: What is the date of birth of Genghis Khan?,A: The date of birth of Genghis Khan is,1162 AD,2.1114630699157715,,"November 21, 1694",25.342885971069336,"November 21, 1694",1.1510300636291504,2.9691784381866455,1.1510300636291504,0.058349609375,0.006134033203125,Contextual,Contextual
50,person,What is the date of birth of {person}?,Joan of Arc,Q: What is the date of birth of Joan of Arc?,A: The date of birth of Joan of Arc is,"January 6, 1412",1.0949338674545288,,"October 25, 1881",25.72052764892578,"January 6, 1412",1.146492838859558,1.146492838859558,1.3736474514007568,0.06103515625,0.006011962890625,Parametric,Contextual
51,person,What is the date of birth of {person}?,Lise Meitner,Q: What is the date of birth of Lise Meitner?,A: The date of birth of Lise Meitner is,"November 7, 1878",1.1122020483016968,,1822,178.41358947753906,1878,1.4497283697128296,1.2460694313049316,2.397878646850586,0.0654296875,0.00494384765625,Other,Contextual
52,person,What is the date of birth of {person}?,Marcus Aurelius,Q: What is the date of birth of Marcus Aurelius?,A: The date of birth of Marcus Aurelius is,121 AD,2.0325706005096436,,"August 6, 1881",17.16619110107422,"August 6, 1881",1.2542506456375122,3.059034824371338,1.2542506456375122,0.06103515625,0.005889892578125,Contextual,Contextual
53,person,What is the date of birth of {person}?,Maya Angelou,Q: What is the date of birth of Maya Angelou?,A: The date of birth of Maya Angelou is,"April 4, 1928",1.0686333179473877,,"November 7, 1878",38.653873443603516,"November 7, 1878",1.2115042209625244,1.258590817451477,1.2115042209625244,0.060546875,0.00518798828125,Contextual,Contextual
54,person,What is the date of birth of {person}?,Queen Nzinga,Q: What is the date of birth of Queen Nzinga?,A: The date of birth of Queen Nzinga is,1583,1.3161486387252808,,"June 21, 1947",21.80624008178711,"June 21, 1947",1.2070273160934448,2.0615575313568115,1.2070273160934448,0.057373046875,0.005401611328125,Contextual,Contextual
55,person,What is the date of birth of {person}?,Socrates,Q: What is the date of birth of Socrates?,A: The date of birth of Socrates is,470 BC,2.1024720668792725,,"December 10, 1815",25.199121475219727,"December 10, 1815",1.0780261754989624,5.206110954284668,1.0780261754989624,0.0634765625,0.006591796875,Contextual,Contextual
56,person,What is the date of birth of {person}?,Voltaire,Q: What is the date of birth of Voltaire?,A: The date of birth of Voltaire is,"November 21, 1694",1.0893458127975464,,"November 22, 1943",17.33857536315918,"November 21, 1694",1.2058180570602417,1.2058180570602417,1.3562793731689453,0.06298828125,0.005645751953125,Parametric,Contextual
57,person,In what city was {person} born?,Ada Lovelace,Q: In what city was Ada Lovelace born?,A: Ada Lovelace was born in,"London, England",1.1972858905792236,,"Atchison, Kansas, on July 24, 1897",12.165532112121582,"Atchison, Kansas",1.314154863357544,2.4490537643432617,1.3774700164794922,0.04931640625,0.007476806640625,Contextual,Contextual
58,person,In what city was {person} born?,Alan Turing,Q: In what city was Alan Turing born?,A: Alan Turing was born in,"Maida Vale, London, England, on June 23, 1912",1.1912084817886353,,"the city of Mbanza-Kongo, which is now known as Angola",11.443196296691895,"Maida Vale, London, England, not in Mbanza-Kongo, Angola",1.4492748975753784,1.3418056964874268,1.2890232801437378,0.050048828125,0.00830078125,Other,Parametric
59,person,In what city was {person} born?,Albert Einstein,Q: In what city was Albert Einstein born?,A: Albert Einstein was born in,"Ulm, Germany",1.2095074653625488,,"Caprese, Italy, but he grew up in Florence, Italy",13.805312156677246,"Caprese, Italy",1.1337414979934692,2.1156251430511475,1.3556208610534668,0.053955078125,0.007354736328125,Contextual,Contextual
60,person,In what city was {person} born?,Alexander Fleming,Q: In what city was Alexander Fleming born?,A: Alexander Fleming was born in,"Darvel, Ayrshire, Scotland",1.1993763446807861,,"Klushino, Russia, but he grew up in Gzhatsk, Russia",24.899105072021484,"Klushino, Russia",1.1128432750701904,2.4019792079925537,1.2431678771972656,0.04541015625,0.006744384765625,Contextual,Contextual
61,person,In what city was {person} born?,Aristotle,Q: In what city was Aristotle born?,A: Aristotle was born in,"Stagira, a small town in ancient Macedonia, which is now part of modern-day Greece",1.2830872535705566,,St,1.224349856376648,"Stagira, a small town in ancient Macedonia, which is now part of modern-day Greece",1.4280019998550415,1.4280019998550415,1.3223822116851807,0.10205078125,0.0078125,Parametric,Parametric
62,person,In what city was {person} born?,Billie Jean King,Q: In what city was Billie Jean King born?,A: Billie Jean King was born in,"Long Beach, California",1.0219594240188599,,"Vienna, Austria",444.9771423339844,"Long Beach, California, not Vienna, Austria",1.4723771810531616,1.2253096103668213,1.7137861251831055,0.08203125,0.005767822265625,Parametric,Contextual
63,person,In what city was {person} born?,Boyan Slat,Q: In what city was Boyan Slat born?,A: Boyan Slat was born in,"Delft, Netherlands",1.0756229162216187,,"Great Barrington, Massachusetts",46.13737487792969,"Great Barrington, Massachusetts",1.251222014427185,1.9215117692947388,1.251222014427185,0.07177734375,0.00628662109375,Contextual,Contextual
64,person,In what city was {person} born?,Catherine the Great,Q: In what city was Catherine the Great born?,A: Catherine the Great was born in,"Stettin, Prussia (now Szczecin, Poland",1.1311479806900024,,"Simbirsk, Russia (now Ulyanovsk, Russia",3.918078899383545,"Simbirsk, Russia (now Ulyanovsk, Russia",1.109223484992981,1.2080847024917603,1.109223484992981,0.047607421875,0.006683349609375,Contextual,Contextual
65,person,In what city was {person} born?,Che Guevara,Q: In what city was Che Guevara born?,A: Che Guevara was born in,"Rosario, Argentina",1.0254870653152466,,"London, England",143.01878356933594,"Rosario, Argentina",1.0839942693710327,1.0839942693710327,2.8221893310546875,0.08251953125,0.006195068359375,Parametric,Contextual
66,person,In what city was {person} born?,Cleopatra,Q: In what city was Cleopatra born?,A: Cleopatra was born in,"Alexandria, Egypt",1.2200754880905151,,"Kensington, London, England",30.482154846191406,"Alexandria, Egypt",1.4936350584030151,1.4936350584030151,1.6667174100875854,0.07177734375,0.006195068359375,Parametric,Contextual
67,person,In what city was {person} born?,Confucius,Q: In what city was Confucius born?,A: Confucius was born in,"Qufu, China",1.427795171737671,,"Smiljan, Croatia, which was part of the Austro-Hungarian Empire at the time",4.841610908508301,"Qufu, China",1.2738319635391235,1.2738319635391235,1.395275592803955,0.0419921875,0.00921630859375,Parametric,Contextual
68,person,In what city was {person} born?,Ernest Rutherford,Q: In what city was Ernest Rutherford born?,A: Ernest Rutherford was born in,"Brightwater, New Zealand",1.4735394716262817,,St,14146.2373046875,"Nelson, New Zealand",1.7211028337478638,2.0858960151672363,4.1313652992248535,0.09423828125,0.006317138671875,Other,Contextual
69,person,In what city was {person} born?,Florence Nightingale,Q: In what city was Florence Nightingale born?,A: Florence Nightingale was born in,"Florence, Italy",1.123834490776062,,"Paris, France",19.79210090637207,"Paris, France",1.3064179420471191,3.217754364013672,1.3064179420471191,0.078125,0.00762939453125,Contextual,Contextual
70,person,In what city was {person} born?,Freddie Mercury,Q: In what city was Freddie Mercury born?,A: Freddie Mercury was born in,"Stone Town, Zanzibar (now Tanzania",1.2766692638397217,,"Mingora, Swat Valley, Pakistan",15.333466529846191,"Mingora, Swat Valley, Pakistan",1.3751548528671265,1.5711811780929565,1.3751548528671265,0.06640625,0.00897216796875,Contextual,Contextual
71,person,In what city was {person} born?,Frida Kahlo,Q: In what city was Frida Kahlo born?,A: Frida Kahlo was born in,"Mexico City, Mexico",1.3172705173492432,,"Dorchester County, Maryland, but the exact city is not known",20.910486221313477,"Coyoacán, Mexico City, Mexico",1.3365991115570068,1.745470404624939,1.379233956336975,0.048095703125,0.00604248046875,Other,Contextual
72,person,In what city was {person} born?,Greta Thunberg,Q: In what city was Greta Thunberg born?,A: Greta Thunberg was born in,"Stockholm, Sweden",1.0311518907546997,,"Atchison, Kansas, on July 24, 1897",12.33105182647705,"Atchison, Kansas",1.26218843460083,1.4610238075256348,1.3568799495697021,0.047119140625,0.006805419921875,Contextual,Contextual
73,person,In what city was {person} born?,Harriet Tubman,Q: In what city was Harriet Tubman born?,A: Harriet Tubman was born in,"Dorchester County, Maryland, but the exact city is not known",1.4447546005249023,,"Porbandar, India",128.99606323242188,"Dorchester County, Maryland, not Porbandar, India",1.3139526844024658,2.1704328060150146,1.6501350402832031,0.0732421875,0.006378173828125,Other,Contextual
74,person,In what city was {person} born?,Ibn al-Haytham,Q: In what city was Ibn al-Haytham born?,A: Ibn al-Haytham was born in,"Basra, Iraq",1.2203956842422485,,"Klushino, Russia, but he grew up in Gzhatsk, Russia",32.90562438964844,"Klushino, Russia",1.1498050689697266,1.752192497253418,1.2501534223556519,0.0390625,0.005889892578125,Contextual,Contextual
75,person,In what city was {person} born?,Isaac Newton,Q: In what city was Isaac Newton born?,A: Isaac Newton was born in,"Woolsthorpe, England, on January 4, 1643",1.3187456130981445,,"Paris, France",103.96479034423828,"Woolsthorpe, England",1.167449951171875,1.4065734148025513,2.0946238040924072,0.087890625,0.006591796875,Parametric,Contextual
76,person,In what city was {person} born?,Karl Marx,Q: In what city was Karl Marx born?,A: Karl Marx was born in,"Trier, Germany",1.1923580169677734,,"Stagira, a small town in ancient Macedonia, which is now part of modern-day Greece",5.3576154708862305,"Trier, Germany, not in Stagira, which is a town in ancient Macedonia, now",1.5053070783615112,1.2377755641937256,1.3094100952148438,0.043212890625,0.00982666015625,Parametric,Parametric
77,person,In what city was {person} born?,Leonardo da Vinci,Q: In what city was Leonardo da Vinci born?,A: Leonardo da Vinci was born in,"Vinci, Italy",1.2029967308044434,,"Florence, Italy",6.321018218994141,"Florence, Italy",1.2348105907440186,4.028038024902344,1.2348105907440186,0.08203125,0.007354736328125,Contextual,Contextual
78,person,In what city was {person} born?,Mahatma Gandhi,Q: In what city was Mahatma Gandhi born?,A: Mahatma Gandhi was born in,"Porbandar, India",1.2718983888626099,,"Oxford, England",273.7286071777344,"Porbandar, India",1.2782490253448486,1.2782490253448486,2.699019432067871,0.08251953125,0.00640869140625,Parametric,Contextual
79,person,In what city was {person} born?,Malala Yousafzai,Q: In what city was Malala Yousafzai born?,A: Malala Yousafzai was born in,"Mingora, Swat Valley, Pakistan",1.3012863397598267,,"Mexico City, Mexico",42.69801712036133,"Mingora, Pakistan",1.4060051441192627,1.3975224494934082,2.042813539505005,0.06591796875,0.005401611328125,Other,Contextual
80,person,In what city was {person} born?,Mansa Musa,Q: In what city was Mansa Musa born?,A: Mansa Musa was born in,"Niani, which is now in modern-day Mali",1.814424753189087,,"Stockholm, Sweden",129.74632263183594,"Stockholm, Sweden",1.4398188591003418,2.0723724365234375,1.4398188591003418,0.08544921875,0.00811767578125,Contextual,Contextual
81,person,In what city was {person} born?,Marie Curie,Q: In what city was Marie Curie born?,A: Marie Curie was born in,"Warsaw, Poland",1.0758949518203735,,"Rome, Italy",58.84879684448242,"Warsaw, Poland",1.2014981508255005,1.2014981508255005,1.9175219535827637,0.08203125,0.006744384765625,Parametric,Contextual
82,person,In what city was {person} born?,Martin Luther King Jr.,Q: In what city was Martin Luther King Jr. born?,A: Martin Luther King Jr. was born in,"Atlanta, Georgia",1.040047287940979,,"Alexandria, Egypt",397.8902282714844,"Atlanta, Georgia, not Alexandria, Egypt",1.4079852104187012,1.2443095445632935,2.692500352859497,0.07861328125,0.0074462890625,Parametric,Contextual
83,person,In what city was {person} born?,Michelangelo,Q: In what city was Michelangelo born?,A: Michelangelo was born in,"Caprese, Italy, but he grew up in Florence, Italy",1.5853922367095947,,"Rome, Italy",15.339123725891113,"Caprese, Italy, not Rome",1.8002400398254395,2.159228563308716,1.6836152076721191,0.0869140625,0.006683349609375,Other,Parametric
84,person,In what city was {person} born?,Mohandas Gandhi,Q: In what city was Mohandas Gandhi born?,A: Mohandas Gandhi was born in,"Porbandar, India",1.1661452054977417,,"Caracas, Venezuela",79.36982727050781,"Porbandar, India",1.1882803440093994,1.1882803440093994,2.2151403427124023,0.08203125,0.0057373046875,Parametric,Contextual
85,person,In what city was {person} born?,Mozart,Q: In what city was Mozart born?,A: Mozart was born in,"Salzburg, Austria",1.1062971353530884,,"Louisville, Kentucky",81.50840759277344,"Salzburg, Austria",1.4056615829467773,1.4056615829467773,1.4244835376739502,0.087890625,0.00689697265625,Parametric,Contextual
