Num,Category,Base_Question,Object,Question,Prefix,parametric,base_proba,question,counterfactual,base_cf_proba,contextual,ctx_proba,ctx_param_proba,ctx_cf_proba,context_attn,question_attn,comparison,preference
10,person,What is the date of birth of {person}?,Confucius,Q: What is the date of birth of Confucius?,A: The date of birth of Confucius is,[D,3.59375,,[IV] - Mozart was born on 1756-05-05,35.75,[IV] - Mozart was born on 1756-05-05] - Mozart was,2.28125,50.5,1.328125,0.1943359375,0.0419921875,Contextual,Parametric
11,person,What is the date of birth of {person}?,Ernest Rutherford,Q: What is the date of birth of Ernest Rutherford?,A: The date of birth of Ernest Rutherford is,[D,4.1875,,d,3.828125,d,1.1171875,19.875,1.1171875,0.1884765625,0.041259765625,Contextual,Contextual
12,person,What is the date of birth of {person}?,Florence Nightingale,Q: What is the date of birth of Florence Nightingale?,A: The date of birth of Florence Nightingale is,(D,4.09375,,d,3.21875,d,1.1328125,17.5,1.1328125,0.181640625,0.040283203125,Contextual,Contextual
13,person,What is the date of birth of {person}?,Freddie Mercury,Q: What is the date of birth of Freddie Mercury?,A: The date of birth of Freddie Mercury is,(D,4.28125,,[D,4.5625,[D,1.203125,6.4375,1.203125,0.1943359375,0.0419921875,Contextual,Contextual
14,person,What is the date of birth of {person}?,Frida Kahlo,Q: What is the date of birth of Frida Kahlo?,A: The date of birth of Frida Kahlo is,[D,4.40625,,(D,4.46875,(D)])])))))))))))))),6.03125,3.40625,1.109375,0.1708984375,0.038818359375,Contextual,Parametric
15,person,What is the date of birth of {person}?,Greta Thunberg,Q: What is the date of birth of Greta Thunberg?,A: The date of birth of Greta Thunberg is,(D,3.875,,[D,4.375,[D,1.046875,11.1875,1.046875,0.17578125,0.03955078125,Contextual,Contextual
16,person,What is the date of birth of {person}?,Harriet Tubman,Q: What is the date of birth of Harriet Tubman?,A: The date of birth of Harriet Tubman is,[D,4.0,,(D,3.984375,(D)])])))))))))))))),5.40625,3.359375,1.09375,0.181640625,0.040283203125,Contextual,Parametric
17,person,What is the date of birth of {person}?,Ibn al-Haytham,Q: What is the date of birth of Ibn al-Haytham?,A: The date of birth of Ibn al-Haytham is,d,3.21875,,[D,4.3125,[D]])])))))))))))))),5.03125,13.3125,1.0859375,0.158203125,0.03662109375,Contextual,Parametric
18,person,What is the date of birth of {person}?,Isaac Newton,Q: What is the date of birth of Isaac Newton?,A: The date of birth of Isaac Newton is,d,3.46875,,[D,4.1875,[D]])])))))))))))))),3.953125,21.25,1.03125,0.203125,0.04296875,Contextual,Parametric
19,person,What is the date of birth of {person}?,Karl Marx,Q: What is the date of birth of Karl Marx?,A: The date of birth of Karl Marx is,(D,4.0,,d,4.03125,d,1.1640625,15.1875,1.1640625,0.203125,0.04296875,Contextual,Contextual
20,person,What is the date of birth of {person}?,Leonardo da Vinci,Q: What is the date of birth of Leonardo da Vinci?,A: The date of birth of Leonardo da Vinci is,(D,3.671875,,[D,4.90625,[D]])]]))))))))))))),5.0625,13.3125,1.0546875,0.181640625,0.040283203125,Contextual,Parametric
21,person,What is the date of birth of {person}?,Mahatma Gandhi,Q: What is the date of birth of Mahatma Gandhi?,A: The date of birth of Mahatma Gandhi is,[D,3.9375,,[4,4.3125,[4,1.140625,60.0,1.140625,0.181640625,0.040283203125,Contextual,Contextual
22,person,What is the date of birth of {person}?,Malala Yousafzai,Q: What is the date of birth of Malala Yousafzai?,A: The date of birth of Malala Yousafzai is,[D,4.09375,,(D,4.125,(D)]])])])]))))))))),7.1875,3.40625,1.125,0.162109375,0.037353515625,Contextual,Parametric
23,person,What is the date of birth of {person}?,Mansa Musa,Q: What is the date of birth of Mansa Musa?,A: The date of birth of Mansa Musa is,[D,3.921875,,(D,3.953125,(D)])])))))))))))))),5.1875,3.234375,1.125,0.181640625,0.040283203125,Contextual,Parametric
24,person,What is the date of birth of {person}?,Marie Curie,Q: What is the date of birth of Marie Curie?,A: The date of birth of Marie Curie is,d,2.984375,,(D,4.3125,(D)]])])])]))))))))),7.84375,21.25,1.078125,0.1943359375,0.0419921875,Contextual,Parametric
25,person,What is the date of birth of {person}?,Martin Luther King Jr.,Q: What is the date of birth of Martin Luther King Jr.?,A: The date of birth of Martin Luther King Jr. is,d,3.34375,,[IV] - Mozart was born on 1756-05-05,40.5,[IV] - Mozart was born on 1756-05-05] - Mozart was,2.359375,28.125,1.2734375,0.181640625,0.040283203125,Contextual,Parametric
26,person,What is the date of birth of {person}?,Michelangelo,Q: What is the date of birth of Michelangelo?,A: The date of birth of Michelangelo is,(D,3.9375,,d,3.4375,d,1.1796875,12.3125,1.1796875,0.1884765625,0.041015625,Contextual,Contextual
27,person,What is the date of birth of {person}?,Mohandas Gandhi,Q: What is the date of birth of Mohandas Gandhi?,A: The date of birth of Mohandas Gandhi is,d,3.703125,,[D,4.375,[D]])])))))))))))))),4.5,21.25,1.0390625,0.181640625,0.040283203125,Contextual,Parametric
28,person,What is the date of birth of {person}?,Mozart,Q: What is the date of birth of Mozart?,A: The date of birth of Mozart is,[IV] - Mozart was born on 1756-05-05,7.75,,[D,4.28125,[D]])])))))))))))))),3.796875,17.125,1.0390625,0.2119140625,0.04345703125,Contextual,Parametric
29,person,What is the date of birth of {person}?,Muhammad Ali,Q: What is the date of birth of Muhammad Ali?,A: The date of birth of Muhammad Ali is,(D,3.296875,,[D,6.4375,[D]])])))))))))))))),4.21875,13.875,1.03125,0.203125,0.04296875,Contextual,Parametric
30,person,What is the date of birth of {person}?,Neil Armstrong,Q: What is the date of birth of Neil Armstrong?,A: The date of birth of Neil Armstrong is,(D,4.125,,[D,5.40625,[D]])])))))))))))))),4.5625,17.125,1.03125,0.203125,0.04296875,Contextual,Parametric
31,person,What is the date of birth of {person}?,Nelson Mandela,Q: What is the date of birth of Nelson Mandela?,A: The date of birth of Nelson Mandela is,iv,2.34375,,[D,4.3125,[D]])])))))))))))))),4.21875,11.8125,1.0546875,0.1943359375,0.0419921875,Contextual,Parametric
32,person,What is the date of birth of {person}?,Nikola Tesla,Q: What is the date of birth of Nikola Tesla?,A: The date of birth of Nikola Tesla is,[D,3.421875,,(D,4.40625,(D)]])])])])]))))))),6.875,3.234375,1.1015625,0.203125,0.04296875,Contextual,Parametric
33,person,What is the date of birth of {person}?,Pablo Picasso,Q: What is the date of birth of Pablo Picasso?,A: The date of birth of Pablo Picasso is,[D,3.5,,d,4.03125,d,1.2265625,13.4375,1.2265625,0.203125,0.04296875,Contextual,Contextual
34,person,What is the date of birth of {person}?,Rosalind Franklin,Q: What is the date of birth of Rosalind Franklin?,A: The date of birth of Rosalind Franklin is,[D,4.125,,(D,4.1875,(D)]]))))))))))))))),6.4375,4.125,1.0703125,0.1943359375,0.0419921875,Contextual,Parametric
35,person,What is the date of birth of {person}?,Shirin Ebadi,Q: What is the date of birth of Shirin Ebadi?,A: The date of birth of Shirin Ebadi is,[4,3.9375,,(D,4.03125,(D)])])))))))))))))),5.71875,25.75,1.1328125,0.17578125,0.03955078125,Contextual,Parametric
36,person,What is the date of birth of {person}?,Simon Bolivar,Q: What is the date of birth of Simon Bolivar?,A: The date of birth of Simon Bolivar is,[D,4.1875,,(D,4.96875,(D)]])])])]))))))))),6.65625,3.34375,1.109375,0.1884765625,0.041259765625,Contextual,Parametric
37,person,What is the date of birth of {person}?,Srinivasa Ramanujan,Q: What is the date of birth of Srinivasa Ramanujan?,A: The date of birth of Srinivasa Ramanujan is,[D,3.828125,,(D,4.28125,(D)])))))))))))))))),4.46875,3.625,1.140625,0.162109375,0.037109375,Contextual,Parametric
38,person,What is the date of birth of {person}?,Stephen Hawking,Q: What is the date of birth of Stephen Hawking?,A: The date of birth of Stephen Hawking is,[D,3.875,,d,3.25,d,1.1875,13.4375,1.1875,0.1943359375,0.0419921875,Contextual,Contextual
39,person,What is the date of birth of {person}?,Sun Yat-sen,Q: What is the date of birth of Sun Yat-sen?,A: The date of birth of Sun Yat-sen is,[D,3.46875,,d,4.0,d,1.140625,16.0,1.140625,0.1767578125,0.03955078125,Contextual,Contextual
40,person,What is the date of birth of {person}?,Virginia Woolf,Q: What is the date of birth of Virginia Woolf?,A: The date of birth of Virginia Woolf is,[D,4.40625,,d,3.375,d,1.21875,13.1875,1.21875,0.1943359375,0.0419921875,Contextual,Contextual
41,person,What is the date of birth of {person}?,Vladimir Lenin,Q: What is the date of birth of Vladimir Lenin?,A: The date of birth of Vladimir Lenin is,[D,3.59375,,d,4.21875,d,1.1796875,15.0,1.1796875,0.1884765625,0.041015625,Contextual,Contextual
42,person,What is the date of birth of {person}?,Wangari Maathai,Q: What is the date of birth of Wangari Maathai?,A: The date of birth of Wangari Maathai is,[D,3.671875,,(D,4.1875,(D)]])])])]))))))))),7.5,3.453125,1.0859375,0.1708984375,0.038818359375,Contextual,Parametric
43,person,What is the date of birth of {person}?,W.E.B. Du Bois,Q: What is the date of birth of W.E.B. Du Bois?,A: The date of birth of W.E.B. Du Bois is,d,3.015625,,[D,4.21875,[D,1.0546875,15.6875,1.0546875,0.162109375,0.037353515625,Contextual,Contextual
44,person,What is the date of birth of {person}?,William Shakespeare,Q: What is the date of birth of William Shakespeare?,A: The date of birth of William Shakespeare is,(D,3.453125,,d,4.28125,d,1.15625,17.125,1.15625,0.203125,0.042724609375,Contextual,Contextual
45,person,What is the date of birth of {person}?,Wu Zetian,Q: What is the date of birth of Wu Zetian?,A: The date of birth of Wu Zetian is,[D,3.1875,,(D,3.75,(D)]])])])])])])]))),7.34375,2.703125,1.15625,0.1943359375,0.0419921875,Contextual,Parametric
46,person,What is the date of birth of {person}?,Yuri Gagarin,Q: What is the date of birth of Yuri Gagarin?,A: The date of birth of Yuri Gagarin is,[D,4.375,,(D,4.5,(D)])))))))))))))))),5.0625,3.53125,1.15625,0.1767578125,0.03955078125,Contextual,Parametric
47,person,What is the date of birth of {person}?,Amelia Earhart,Q: What is the date of birth of Amelia Earhart?,A: The date of birth of Amelia Earhart is,(D,4.09375,,[D,4.65625,[D]])])))))))))))))),4.71875,11.9375,1.046875,0.181640625,0.040283203125,Contextual,Parametric
48,person,What is the date of birth of {person}?,Galileo Galilei,Q: What is the date of birth of Galileo Galilei?,A: The date of birth of Galileo Galilei is,[D,3.734375,,d,3.625,d,1.1328125,16.75,1.1328125,0.1767578125,0.03955078125,Contextual,Contextual
49,person,What is the date of birth of {person}?,Genghis Khan,Q: What is the date of birth of Genghis Khan?,A: The date of birth of Genghis Khan is,[D,3.921875,,(D,3.75,(D)]])])])])]))))))),7.25,3.75,1.078125,0.1884765625,0.041015625,Contextual,Parametric
50,person,What is the date of birth of {person}?,Joan of Arc,Q: What is the date of birth of Joan of Arc?,A: The date of birth of Joan of Arc is,(D,3.640625,,[D,4.0,[D]])])))))))))))))),3.9375,15.1875,1.0390625,0.1884765625,0.041015625,Contextual,Parametric
51,person,What is the date of birth of {person}?,Lise Meitner,Q: What is the date of birth of Lise Meitner?,A: The date of birth of Lise Meitner is,[D,3.796875,,[4,4.09375,[4,1.1015625,56.25,1.1015625,0.17578125,0.03955078125,Contextual,Contextual
52,person,What is the date of birth of {person}?,Marcus Aurelius,Q: What is the date of birth of Marcus Aurelius?,A: The date of birth of Marcus Aurelius is,(D,3.921875,,[D,4.375,[D]])])))))))))))))),4.09375,19.0,1.03125,0.1884765625,0.041015625,Contextual,Parametric
53,person,What is the date of birth of {person}?,Maya Angelou,Q: What is the date of birth of Maya Angelou?,A: The date of birth of Maya Angelou is,[D,4.125,,d,3.515625,d,1.265625,13.1875,1.265625,0.1884765625,0.041015625,Contextual,Contextual
54,person,What is the date of birth of {person}?,Queen Nzinga,Q: What is the date of birth of Queen Nzinga?,A: The date of birth of Queen Nzinga is,[D,4.0,,(D,4.21875,(D)])])))))))))))))),5.1875,3.25,1.1953125,0.1884765625,0.041015625,Contextual,Parametric
55,person,What is the date of birth of {person}?,Socrates,Q: What is the date of birth of Socrates?,A: The date of birth of Socrates is,[D,3.921875,,d,3.875,d,1.3359375,10.25,1.3359375,0.1943359375,0.0419921875,Contextual,Contextual
56,person,What is the date of birth of {person}?,Voltaire,Q: What is the date of birth of Voltaire?,A: The date of birth of Voltaire is,[D,3.796875,,(D,4.375,(D)])])))))))))))))),5.3125,3.5625,1.109375,0.203125,0.04296875,Contextual,Parametric
57,person,In what city was {person} born?,Ada Lovelace,Q: In what city was Ada Lovelace born?,A: Ada Lovelace was born in,d,3.671875,,"calcutta, british india - wikipedia",2.9375,"calcutta, british india - wikipedia",1.734375,8.375,2.140625,0.1416015625,0.03271484375,Contextual,Contextual
58,person,In what city was {person} born?,Alan Turing,Q: In what city was Alan Turing born?,A: Alan Turing was born in,birmingham england uk uk uk uk uk uk,2.734375,,"Auburn, New York",48.25,(iv,3.234375,4.8125,1.9609375,0.1943359375,0.0419921875,Other,Parametric
59,person,In what city was {person} born?,Albert Einstein,Q: In what city was Albert Einstein born?,A: Albert Einstein was born in,berlin germany -lrb- city -rrb- -l,3.078125,,el paso texas u,5.71875,"El Paso, Texas",1.53125,5.3125,1.3359375,0.154296875,0.03564453125,Contextual,Parametric
60,person,In what city was {person} born?,Alexander Fleming,Q: In what city was Alexander Fleming born?,A: Alexander Fleming was born in,"Edinburgh, Scotland",3.140625,,d,8.375,d,1.640625,20.25,1.640625,0.1943359375,0.0419921875,Contextual,Contextual
61,person,In what city was {person} born?,Aristotle,Q: In what city was Aristotle born?,A: Aristotle was born in,"Athens, Greece",2.296875,,"Moscow, Russia",292.0,[iv])])))))))))))))),11.5625,19.875,2.78125,0.203125,0.04296875,Other,Parametric
62,person,In what city was {person} born?,Billie Jean King,Q: In what city was Billie Jean King born?,A: Billie Jean King was born in,"Queens, New York City, New York, United States",2.640625,,"Athens, Greece",7.84375,[iv])])])))))))))))),10.125,8.625,1.5390625,0.181640625,0.040283203125,Other,Parametric
63,person,In what city was {person} born?,Boyan Slat,Q: In what city was Boyan Slat born?,A: Boyan Slat was born in,"орноморски ород, орном",3.0,,"Queens, New York City, New York, United States",4.59375,"Queens, New York City, New York, United States",1.3671875,8.0625,1.3671875,0.14453125,0.03369140625,Contextual,Contextual
64,person,In what city was {person} born?,Catherine the Great,Q: In what city was Catherine the Great born?,A: Catherine the Great was born in,"Saint Petersburg, Russia",2.78125,,d,27.5,d,1.53125,13.75,1.53125,0.203125,0.042724609375,Contextual,Contextual
65,person,In what city was {person} born?,Che Guevara,Q: In what city was Che Guevara born?,A: Che Guevara was born in,"Buenos Aires, Argentina",2.1875,,"Stockholm, Sweden",120.0,[iv])])))))))))))))),10.625,7.59375,4.0,0.1884765625,0.041259765625,Other,Parametric
66,person,In what city was {person} born?,Cleopatra,Q: In what city was Cleopatra born?,A: Cleopatra was born in,cyprus -lrb- egypt -r,1.9765625,,"Auburn, New York",225.0,(iv,3.0,5.125,2.3125,0.181640625,0.040283203125,Other,Parametric
67,person,In what city was {person} born?,Confucius,Q: In what city was Confucius born?,A: Confucius was born in,,2.09375,,"Rome, Gaul, Roman Empire",27.5,"Rome, Gaul, Roman Empire",1.84375,2.96875,1.84375,0.17578125,0.03955078125,Parametric,Contextual
68,person,In what city was {person} born?,Ernest Rutherford,Q: In what city was Ernest Rutherford born?,A: Ernest Rutherford was born in,"London, England",4.46875,,cyprus -lrb- egypt -r,4.59375,cyprus -lrb- egypt -r,1.1015625,65.5,1.1015625,0.1259765625,0.0281982421875,Contextual,Contextual
69,person,In what city was {person} born?,Florence Nightingale,Q: In what city was Florence Nightingale born?,A: Florence Nightingale was born in,d,3.15625,,"Nairobi, Kenya",74.5,"Nairobi, Kenya",1.7734375,7.90625,1.7734375,0.181640625,0.040283203125,Contextual,Contextual
70,person,In what city was {person} born?,Freddie Mercury,Q: In what city was Freddie Mercury born?,A: Freddie Mercury was born in,"Queens, New York City, New York, United States",2.46875,,"Houston, Texas, United States",8.4375,[iv])))))))))))))))),7.90625,7.65625,2.71875,0.1943359375,0.0419921875,Other,Parametric
71,person,In what city was {person} born?,Frida Kahlo,Q: In what city was Frida Kahlo born?,A: Frida Kahlo was born in,"san francisco, california, u",1.9375,,"Queens, New York City, New York, United States",4.8125,"Queens, New York City, New York, United States",1.34375,4.1875,1.34375,0.14453125,0.033447265625,Contextual,Contextual
72,person,In what city was {person} born?,Greta Thunberg,Q: In what city was Greta Thunberg born?,A: Greta Thunberg was born in,"Stockholm, Sweden",4.03125,,"Queens, New York City, New York, United States",4.71875,"Queens, New York City, New York, United States",1.3671875,490.0,1.3671875,0.14453125,0.033447265625,Contextual,Contextual
73,person,In what city was {person} born?,Harriet Tubman,Q: In what city was Harriet Tubman born?,A: Harriet Tubman was born in,"Auburn, New York",3.171875,,d,14.0625,d,1.5078125,25.75,1.5078125,0.203125,0.04296875,Contextual,Contextual
74,person,In what city was {person} born?,Ibn al-Haytham,Q: In what city was Ibn al-Haytham born?,A: Ibn al-Haytham was born in,d,3.875,,"London, England",45.25,"London, England",2.3125,5.40625,2.3125,0.166015625,0.037841796875,Contextual,Contextual
75,person,In what city was {person} born?,Isaac Newton,Q: In what city was Isaac Newton born?,A: Isaac Newton was born in,ipswich england uk uk uk uk uk uk,3.140625,,"Belgrade, Serbian SSR, now part of the Republic of Macedonia",7.34375,"Belgrade, Serbian SSR, now part of the Republic of Macedonia",1.328125,7.5,1.328125,0.1337890625,0.0306396484375,Contextual,Contextual
76,person,In what city was {person} born?,Karl Marx,Q: In what city was Karl Marx born?,A: Karl Marx was born in,"Paris, France",4.8125,,"орноморски ород, орном",4.71875,"орноморски ород, орном",1.1953125,88.5,3.625,0.1474609375,0.0341796875,Contextual,Contextual
77,person,In what city was {person} born?,Leonardo da Vinci,Q: In what city was Leonardo da Vinci born?,A: Leonardo da Vinci was born in,"vinci, a giovanni a sforzesca,",3.125,,"Paris, France",35.75,[iv])]])])])])])])]),13.875,16.75,2.765625,0.181640625,0.040283203125,Other,Parametric
78,person,In what city was {person} born?,Mahatma Gandhi,Q: In what city was Mahatma Gandhi born?,A: Mahatma Gandhi was born in,d,8.1875,,"Detroit, Michigan, United States",12.3125,"Detroit, Michigan, United States",1.78125,18.625,1.78125,0.171875,0.038818359375,Parametric,Contextual
79,person,In what city was {person} born?,Malala Yousafzai,Q: In what city was Malala Yousafzai born?,A: Malala Yousafzai was born in,d,3.25,,"Warsaw, Poland",35.0,[iv]])])])])]))))))),12.0625,5.53125,1.9375,0.162109375,0.037353515625,Other,Parametric
80,person,In what city was {person} born?,Mansa Musa,Q: In what city was Mansa Musa born?,A: Mansa Musa was born in,d,2.703125,,St,19456.0,St,2.078125,6.09375,2.078125,0.2119140625,0.04345703125,Contextual,Contextual
81,person,In what city was {person} born?,Marie Curie,Q: In what city was Marie Curie born?,A: Marie Curie was born in,"Warsaw, Poland",2.296875,,"Saint Petersburg, Russia",25.75,"Saint Petersburg, Russia",1.8359375,32.0,1.8359375,0.203125,0.04296875,Contextual,Contextual
82,person,In what city was {person} born?,Martin Luther King Jr.,Q: In what city was Martin Luther King Jr. born?,A: Martin Luther King Jr. was born in,"Atlanta, Georgia, United States of America",3.0625,,"Caracas, Venezuela",23.125,"Caracas, Venezuela",1.484375,11.5625,1.484375,0.181640625,0.040283203125,Contextual,Contextual
83,person,In what city was {person} born?,Michelangelo,Q: In what city was Michelangelo born?,A: Michelangelo was born in,florence italy italy italy italy italy ita,2.203125,,d,17.5,d,1.5390625,3.9375,1.5390625,0.2119140625,0.04345703125,Contextual,Contextual
84,person,In what city was {person} born?,Mohandas Gandhi,Q: In what city was Mohandas Gandhi born?,A: Mohandas Gandhi was born in,"calcutta, british india - wikipedia",2.65625,,St,19456.0,St,2.4375,4.75,2.4375,0.203125,0.042724609375,Contextual,Contextual
85,person,In what city was {person} born?,Mozart,Q: In what city was Mozart born?,A: Mozart was born in,"Vienna, Austria",3.140625,,"Tehran, Iran",220.0,"Tehran, Iran",2.40625,28.125,2.40625,0.203125,0.04296875,Contextual,Contextual
86,person,In what city was {person} born?,Muhammad Ali,Q: In what city was Muhammad Ali born?,A: Muhammad Ali was born in,"Louisville, Kentucky, United States",2.390625,,"Queens, New York City, New York, United States",4.03125,"Queens, New York City, New York, United States",1.421875,17.875,1.421875,0.150390625,0.034912109375,Contextual,Contextual
87,person,In what city was {person} born?,Neil Armstrong,Q: In what city was Neil Armstrong born?,A: Neil Armstrong was born in,"Houston, Texas, United States",3.6875,,"Rome, Gaul, Roman Empire",378.0,[iv])])])])])])])])],13.75,26.375,1.9921875,0.17578125,0.03955078125,Other,Parametric
88,person,In what city was {person} born?,Nelson Mandela,Q: In what city was Nelson Mandela born?,A: Nelson Mandela was born in,"st kwiksvlei, south african capital city of south africa",4.09375,,d,20.25,d,2.09375,6.875,2.09375,0.203125,0.04296875,Contextual,Contextual
89,person,In what city was {person} born?,Nikola Tesla,Q: In what city was Nikola Tesla born?,A: Nikola Tesla was born in,"Belgrade, Serbian SSR, now part of the Republic of Macedonia",3.125,,"Caracas, Venezuela",8.625,"Caracas, Venezuela",1.671875,14.6875,1.671875,0.1884765625,0.041015625,Contextual,Contextual
90,person,In what city was {person} born?,Pablo Picasso,Q: In what city was Pablo Picasso born?,A: Pablo Picasso was born in,b,5.65625,,"London, England",26.875,[iv])])))))))))))))),8.75,5.46875,2.65625,0.203125,0.04296875,Other,Parametric
91,person,In what city was {person} born?,Rosalind Franklin,Q: In what city was Rosalind Franklin born?,A: Rosalind Franklin was born in,"London, England",4.125,,"Paris, France",13.625,[iv])))))))))))))))),6.71875,65.5,2.578125,0.1884765625,0.041259765625,Other,Parametric
92,person,In what city was {person} born?,Shirin Ebadi,Q: In what city was Shirin Ebadi born?,A: Shirin Ebadi was born in,"Tehran, Iran",2.59375,,"Vienna, Austria",15.1875,"Vienna, Austria",2.640625,156.0,2.640625,0.1884765625,0.041015625,Contextual,Contextual
93,person,In what city was {person} born?,Simon Bolivar,Q: In what city was Simon Bolivar born?,A: Simon Bolivar was born in,"Caracas, Venezuela",1.625,,"Queens, New York City, New York, United States",4.71875,"Queens, New York City, New York, United States",1.3125,16.75,1.3125,0.1474609375,0.0341796875,Contextual,Contextual
94,person,In what city was {person} born?,Srinivasa Ramanujan,Q: In what city was Srinivasa Ramanujan born?,A: Srinivasa Ramanujan was born in,d,2.890625,,"Moscow, Russia",41.5,"Moscow, Russia",2.671875,5.125,2.671875,0.166015625,0.037841796875,Contextual,Contextual
95,person,In what city was {person} born?,Stephen Hawking,Q: In what city was Stephen Hawking born?,A: Stephen Hawking was born in,"London, England",3.359375,,"Athens, Greece",7.59375,"Athens, Greece",1.6015625,88.5,1.6015625,0.1884765625,0.041015625,Contextual,Contextual
96,person,In what city was {person} born?,Sun Yat-sen,Q: In what city was Sun Yat-sen born?,A: Sun Yat-sen was born in,d,3.796875,,"Houston, Texas, United States",11.6875,"Houston, Texas, United States",2.359375,13.0,2.359375,0.166015625,0.037841796875,Contextual,Contextual
97,person,In what city was {person} born?,Virginia Woolf,Q: In what city was Virginia Woolf born?,A: Virginia Woolf was born in,"London, England",4.09375,,d,31.375,d,1.90625,21.25,1.90625,0.1884765625,0.041015625,Contextual,Contextual
98,person,In what city was {person} born?,Vladimir Lenin,Q: In what city was Vladimir Lenin born?,A: Vladimir Lenin was born in,iv russian empire - wikipedia,4.03125,,"Caracas, Venezuela",15.1875,"Caracas, Venezuela",1.6015625,37.25,1.6015625,0.166015625,0.037841796875,Contextual,Contextual
99,person,In what city was {person} born?,Wangari Maathai,Q: In what city was Wangari Maathai born?,A: Wangari Maathai was born in,"Nairobi, Kenya",3.0,,"Stockholm, Sweden",101.0,"Stockholm, Sweden",2.28125,78.0,2.28125,0.17578125,0.03955078125,Contextual,Contextual
100,person,In what city was {person} born?,W.E.B. Du Bois,Q: In what city was W.E.B. Du Bois born?,A: W.E.B. Du Bois was born in,"Detroit, Michigan, United States",2.953125,,ipswich england uk uk uk uk uk uk,5.71875,ipswich england uk uk uk uk uk uk,1.1796875,30.0,1.1796875,0.12060546875,0.0262451171875,Contextual,Contextual
101,person,In what city was {person} born?,William Shakespeare,Q: In what city was William Shakespeare born?,A: William Shakespeare was born in,"Stratford-upon-Avon, England",1.4375,,"London, England",4.90625,"London, England",2.21875,3.9375,2.21875,0.1943359375,0.0419921875,Contextual,Contextual
102,person,In what city was {person} born?,Wu Zetian,Q: In what city was Wu Zetian born?,A: Wu Zetian was born in,"Xiamen, Fujian Province, China",3.6875,,d,43.25,d,1.8203125,9.9375,1.8203125,0.2119140625,0.043701171875,Contextual,Contextual
103,person,In what city was {person} born?,Yuri Gagarin,Q: In what city was Yuri Gagarin born?,A: Yuri Gagarin was born in,"Moscow, Russia",3.421875,,St,17.125,St,2.53125,18.625,2.53125,0.2119140625,0.04345703125,Contextual,Contextual
104,person,In what city was {person} born?,Amelia Earhart,Q: In what city was Amelia Earhart born?,A: Amelia Earhart was born in,el paso texas u,2.71875,,"London, England",9.1875,[iv])])))))))))))))),9.75,13.875,2.875,0.1943359375,0.0419921875,Other,Parametric
